2023-02-13 18:44:50,922 INFO    StreamThr :7499 [internal.py:wandb_internal():87] W&B internal server running at pid: 7499, started at: 2023-02-13 18:44:50.918974
2023-02-13 18:44:50,924 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: status
2023-02-13 18:44:50,928 DEBUG   SenderThread:7499 [sender.py:send_request():317] send_request: status
2023-02-13 18:44:50,928 DEBUG   SenderThread:7499 [sender.py:send():303] send: header
2023-02-13 18:44:50,928 INFO    WriterThread:7499 [datastore.py:open_for_write():75] open: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/run-1mpstw46.wandb
2023-02-13 18:44:51,086 DEBUG   SenderThread:7499 [sender.py:send():303] send: run
2023-02-13 18:44:51,303 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: check_version
2023-02-13 18:44:51,372 INFO    SenderThread:7499 [dir_watcher.py:__init__():216] watching files in: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files
2023-02-13 18:44:51,372 INFO    SenderThread:7499 [sender.py:_start_run_threads():928] run started: 1mpstw46 with start time 1676331890.817773
2023-02-13 18:44:51,372 DEBUG   SenderThread:7499 [sender.py:send():303] send: summary
2023-02-13 18:44:51,373 INFO    SenderThread:7499 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2023-02-13 18:44:51,374 DEBUG   SenderThread:7499 [sender.py:send_request():317] send_request: check_version
2023-02-13 18:44:51,412 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: run_start
2023-02-13 18:44:51,416 DEBUG   HandlerThread:7499 [system_info.py:__init__():31] System info init
2023-02-13 18:44:51,416 DEBUG   HandlerThread:7499 [system_info.py:__init__():46] System info init done
2023-02-13 18:44:51,416 INFO    HandlerThread:7499 [system_monitor.py:start():150] Starting system monitor
2023-02-13 18:44:51,417 INFO    SystemMonitor:7499 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-13 18:44:51,417 INFO    HandlerThread:7499 [system_monitor.py:probe():171] Collecting system info
2023-02-13 18:44:51,427 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started cpu
2023-02-13 18:44:51,428 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started disk
2023-02-13 18:44:51,428 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started gpu
2023-02-13 18:44:51,428 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started memory
2023-02-13 18:44:51,429 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started network
2023-02-13 18:44:51,453 DEBUG   HandlerThread:7499 [system_info.py:probe():195] Probing system
2023-02-13 18:44:51,482 DEBUG   HandlerThread:7499 [system_info.py:_probe_git():180] Probing git
2023-02-13 18:44:51,520 DEBUG   HandlerThread:7499 [system_info.py:_probe_git():188] Probing git done
2023-02-13 18:44:51,520 DEBUG   HandlerThread:7499 [system_info.py:probe():241] Probing system done
2023-02-13 18:44:51,520 DEBUG   HandlerThread:7499 [system_monitor.py:probe():180] {'os': 'Linux-3.10.0-1160.el7.x86_64-x86_64-with-glibc2.17', 'python': '3.9.7', 'heartbeatAt': '2023-02-13T23:44:51.453237', 'startedAt': '2023-02-13T23:44:50.791972', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/Aaquib111/Sparse-GPT-Finetuning.git', 'commit': 'd7533468665758096da07765652c4a1c5ca01cb1'}, 'email': None, 'root': '/mnt/gsfs0/home/asyed/pw/jobs/ICLR', 'host': 'gpu-102.cluster.local', 'username': 'asyed', 'executable': '/gs/gsfs0/hpc01/rhel8/apps/conda3/bin/python', 'cpu_count': 32, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1500.0, 'max': 3000.0}], 'disk': {'total': 251.82959365844727, 'used': 12.423274993896484}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}], 'memory': {'total': 503.6591911315918}}
2023-02-13 18:44:51,520 INFO    HandlerThread:7499 [system_monitor.py:probe():181] Finished collecting system info
2023-02-13 18:44:51,520 INFO    HandlerThread:7499 [system_monitor.py:probe():184] Publishing system info
2023-02-13 18:44:51,520 DEBUG   HandlerThread:7499 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-13 18:44:51,522 DEBUG   HandlerThread:7499 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-13 18:44:51,522 DEBUG   HandlerThread:7499 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-13 18:44:52,373 INFO    Thread-13 :7499 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files/wandb-summary.json
2023-02-13 18:44:52,374 INFO    Thread-13 :7499 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files/requirements.txt
2023-02-13 18:44:52,374 INFO    Thread-13 :7499 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files/conda-environment.yaml
2023-02-13 18:45:04,226 DEBUG   HandlerThread:7499 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-13 18:45:04,228 INFO    HandlerThread:7499 [system_monitor.py:probe():186] Finished publishing system info
2023-02-13 18:45:04,309 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: stop_status
2023-02-13 18:45:04,309 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: pause
2023-02-13 18:45:04,309 INFO    HandlerThread:7499 [handler.py:handle_request_pause():696] stopping system metrics thread or process
2023-02-13 18:45:04,309 INFO    HandlerThread:7499 [system_monitor.py:finish():160] Stopping system monitor
2023-02-13 18:45:04,309 DEBUG   SenderThread:7499 [sender.py:send_request():317] send_request: stop_status
2023-02-13 18:45:04,312 DEBUG   SystemMonitor:7499 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-13 18:45:04,312 DEBUG   SystemMonitor:7499 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-02-13 18:45:04,312 DEBUG   SystemMonitor:7499 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-02-13 18:45:04,323 INFO    HandlerThread:7499 [interfaces.py:finish():175] Joined cpu
2023-02-13 18:45:04,323 INFO    HandlerThread:7499 [interfaces.py:finish():175] Joined disk
2023-02-13 18:45:04,400 DEBUG   SenderThread:7499 [sender.py:send():303] send: telemetry
2023-02-13 18:45:04,414 INFO    Thread-13 :7499 [dir_watcher.py:_on_file_modified():292] file/dir modified: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files/conda-environment.yaml
2023-02-13 18:45:04,414 INFO    Thread-13 :7499 [dir_watcher.py:_on_file_created():275] file/dir created: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_184450-1mpstw46/files/wandb-metadata.json
2023-02-13 18:45:04,620 INFO    HandlerThread:7499 [interfaces.py:finish():175] Joined gpu
2023-02-13 18:45:04,620 INFO    HandlerThread:7499 [interfaces.py:finish():175] Joined memory
2023-02-13 18:45:04,620 INFO    HandlerThread:7499 [interfaces.py:finish():175] Joined network
2023-02-13 18:45:04,621 DEBUG   HandlerThread:7499 [handler.py:handle_request():139] handle_request: resume
2023-02-13 18:45:04,621 INFO    HandlerThread:7499 [handler.py:handle_request_resume():687] starting system metrics thread or process
