2023-02-13 19:02:46,306 INFO    StreamThr :6077 [internal.py:wandb_internal():87] W&B internal server running at pid: 6077, started at: 2023-02-13 19:02:46.303969
2023-02-13 19:02:46,308 DEBUG   HandlerThread:6077 [handler.py:handle_request():139] handle_request: status
2023-02-13 19:02:46,312 DEBUG   SenderThread:6077 [sender.py:send_request():317] send_request: status
2023-02-13 19:02:46,312 DEBUG   SenderThread:6077 [sender.py:send():303] send: header
2023-02-13 19:02:46,312 INFO    WriterThread:6077 [datastore.py:open_for_write():75] open: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_190246-39dda7td/run-39dda7td.wandb
2023-02-13 19:02:46,449 DEBUG   SenderThread:6077 [sender.py:send():303] send: run
2023-02-13 19:02:46,618 DEBUG   HandlerThread:6077 [handler.py:handle_request():139] handle_request: check_version
2023-02-13 19:02:46,667 INFO    SenderThread:6077 [dir_watcher.py:__init__():216] watching files in: /mnt/gsfs0/home/asyed/pw/jobs/ICLR/wandb/run-20230213_190246-39dda7td/files
2023-02-13 19:02:46,668 INFO    SenderThread:6077 [sender.py:_start_run_threads():928] run started: 39dda7td with start time 1676332966.200778
2023-02-13 19:02:46,668 DEBUG   SenderThread:6077 [sender.py:send():303] send: summary
2023-02-13 19:02:46,669 INFO    SenderThread:6077 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2023-02-13 19:02:46,669 DEBUG   SenderThread:6077 [sender.py:send_request():317] send_request: check_version
2023-02-13 19:02:46,708 DEBUG   HandlerThread:6077 [handler.py:handle_request():139] handle_request: run_start
2023-02-13 19:02:46,712 DEBUG   HandlerThread:6077 [system_info.py:__init__():31] System info init
2023-02-13 19:02:46,712 DEBUG   HandlerThread:6077 [system_info.py:__init__():46] System info init done
2023-02-13 19:02:46,712 INFO    HandlerThread:6077 [system_monitor.py:start():150] Starting system monitor
2023-02-13 19:02:46,712 INFO    SystemMonitor:6077 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-13 19:02:46,712 INFO    HandlerThread:6077 [system_monitor.py:probe():171] Collecting system info
2023-02-13 19:02:46,723 INFO    SystemMonitor:6077 [interfaces.py:start():168] Started cpu
2023-02-13 19:02:46,723 INFO    SystemMonitor:6077 [interfaces.py:start():168] Started disk
2023-02-13 19:02:46,723 INFO    SystemMonitor:6077 [interfaces.py:start():168] Started gpu
2023-02-13 19:02:46,724 INFO    SystemMonitor:6077 [interfaces.py:start():168] Started memory
2023-02-13 19:02:46,724 INFO    SystemMonitor:6077 [interfaces.py:start():168] Started network
2023-02-13 19:02:46,748 DEBUG   HandlerThread:6077 [system_info.py:probe():195] Probing system
2023-02-13 19:02:46,780 DEBUG   HandlerThread:6077 [system_info.py:_probe_git():180] Probing git
2023-02-13 19:02:46,814 DEBUG   HandlerThread:6077 [system_info.py:_probe_git():188] Probing git done
2023-02-13 19:02:46,814 DEBUG   HandlerThread:6077 [system_info.py:probe():241] Probing system done
